Age,dAge,S2,S5ESP,dS5ESP,S6r1,S6r2,S6r3,S6r4,S6r5,S6r6,S6r7,dRecodeCredit,dBrand,dCreditProvider,S10,S10r7oe,NPS,Reason,CSAT,CES,Brand-Opinion,Q6ar1,Q6ar2,Q6ar3,Q6ar4,Q6br1,Q6br2,Q6br3,Q6br4,Q6br5,Q6br6,Q7r1,Q7r2,Q7r3,Q7b,Q8r1,Q8r2,Q8r3,Q8r4,Q8r5,cluster_final
27,3,2,1,6,1,0,0,0,0,0,0,4,296.0,3.0,4.0,,6.0,Trámite largo y no rápido,6.0,3.0,6.0,10.0,7.0,6.0,7.0,5.0,8.0,9.0,6.0,7.0,5.0,5.0,8.0,6.0,5.0,2.0,3.0,2.0,3.0,2.0,2
27,3,2,1,6,1,1,0,1,0,0,0,5,353.0,5.0,2.0,,8.0,Reducir intereses con el paso de los años,8.0,5.0,8.0,9.0,8.0,8.0,10.0,9.0,7.0,8.0,6.0,8.0,8.0,9.0,9.0,7.0,6.0,2.0,3.0,3.0,3.0,2.0,2
27,3,2,1,6,1,0,0,0,0,1,0,5,52.0,5.0,1.0,,8.0,La comunicación más amena,8.0,4.0,7.0,5.0,5.0,8.0,3.0,7.0,9.0,8.0,4.0,11.0,7.0,4.0,7.0,7.0,8.0,3.0,2.0,3.0,3.0,3.0,2
27,3,2,4,5,1,1,1,0,0,1,0,5,353.0,5.0,1.0,,9.0,Una gestion fácil y rápida.,9.0,7.0,9.0,10.0,9.0,10.0,10.0,9.0,8.0,10.0,11.0,11.0,10.0,10.0,10.0,10.0,8.0,1.0,2.0,2.0,1.0,2.0,5
27,3,2,7,4,0,0,1,0,0,0,0,5,382.0,3.0,3.0,,10.0,Tienes un saldo bastante grande y no suponen problemas,10.0,7.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,8.0,8.0,9.0,11.0,11.0,11.0,10.0,1.0,1.0,1.0,1.0,1.0,5
27,3,1,2,2,1,1,0,0,0,0,0,5,76.0,1.0,6.0,,8.0,Dar lo mejor al cliente,8.0,6.0,8.0,10.0,10.0,10.0,10.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,8.0,2.0,1.0,1.0,2.0,1.0,4
27,3,1,13,6,1,0,0,1,0,0,0,5,353.0,2.0,7.0,,10.0,"Pues la atención al cliente, la comodidad para realizar los pagos y las bajas comisiones",10.0,6.0,9.0,10.0,9.0,9.0,11.0,10.0,11.0,10.0,10.0,9.0,11.0,11.0,9.0,10.0,9.0,1.0,1.0,1.0,1.0,2.0,5
27,3,1,13,6,0,1,1,0,1,0,0,5,343.0,3.0,4.0,,8.0,Intereses,5.0,5.0,8.0,5.0,2.0,3.0,6.0,6.0,4.0,8.0,5.0,4.0,9.0,6.0,8.0,6.0,8.0,2.0,2.0,3.0,4.0,2.0,2
27,3,2,6,1,0,1,0,0,0,1,0,5,994.0,4.0,1.0,,8.0,Los tramos de pago,8.0,6.0,8.0,9.0,12.0,8.0,9.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,9.0,8.0,5.0,2.0,2.0,1.0,2.0,2.0,4
27,3,1,7,4,0,1,0,0,0,0,0,4,348.0,1.0,3.0,,9.0,Cálidas servicio,9.0,6.0,10.0,8.0,8.0,7.0,11.0,7.0,9.0,6.0,7.0,6.0,8.0,7.0,9.0,9.0,10.0,2.0,2.0,2.0,1.0,3.0,4
27,3,2,7,4,0,1,0,1,0,0,0,5,370.0,3.0,3.0,,8.0,Las tazas de pago se lleva mucho intereses,5.0,5.0,6.0,8.0,5.0,10.0,9.0,7.0,10.0,7.0,11.0,10.0,10.0,9.0,9.0,11.0,9.0,1.0,1.0,3.0,2.0,1.0,4
27,3,1,7,4,1,0,0,0,0,0,0,4,76.0,1.0,2.0,,0.0,Malas condiciones y te intenta colar un seguro de vida obligatoriamente,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,4.0,4.0,4.0,4.0,0
27,3,2,12,3,0,0,1,0,0,0,0,4,407.0,3.0,3.0,,6.0,"Ninguna, todo bien",9.0,7.0,8.0,8.0,9.0,8.0,10.0,8.0,8.0,8.0,7.0,5.0,8.0,7.0,10.0,10.0,8.0,2.0,2.0,1.0,2.0,2.0,4
27,3,2,4,5,1,1,0,0,0,0,0,5,78.0,2.0,3.0,,10.0,Me dieron un préstamo sin pedirme ningún tipo de papeleo,10.0,7.0,10.0,11.0,12.0,11.0,11.0,11.0,9.0,11.0,10.0,11.0,11.0,11.0,11.0,9.0,10.0,2.0,3.0,1.0,3.0,2.0,5
27,3,1,14,2,0,0,0,1,0,0,0,4,353.0,5.0,1.0,,6.0,sencillez y buena atención al cliente,7.0,5.0,7.0,8.0,7.0,8.0,8.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,5.0,3.0,3.0,3.0,3.0,4.0,1
27,3,2,17,5,0,0,0,1,0,0,0,4,348.0,1.0,1.0,,7.0,que te expliquen bien las condiciones,7.0,5.0,7.0,8.0,8.0,9.0,9.0,8.0,8.0,6.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,3.0,3.0,3.0,4.0,3.0,2
27,3,1,9,5,1,0,0,0,0,0,0,5,52.0,1.0,3.0,,8.0,Mejores ofertas,8.0,7.0,9.0,11.0,11.0,10.0,11.0,10.0,10.0,10.0,10.0,9.0,10.0,9.0,10.0,10.0,9.0,1.0,1.0,2.0,1.0,2.0,5
27,3,2,13,6,1,0,1,1,0,0,0,5,475.0,4.0,1.0,,9.0,La facilidad a la hora de aceptar el prestamo,8.0,7.0,10.0,10.0,6.0,10.0,10.0,11.0,11.0,11.0,11.0,9.0,11.0,9.0,9.0,9.0,10.0,1.0,1.0,1.0,1.0,1.0,5
27,3,2,17,5,0,0,0,1,0,0,0,4,469.0,5.0,1.0,,5.0,no me fio de la financiacion de los bancos,5.0,5.0,5.0,6.0,12.0,6.0,7.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,2
27,3,1,11,1,1,0,0,0,0,0,0,4,135.0,2.0,3.0,,9.0,Funcionan muy bien,9.0,6.0,8.0,11.0,10.0,9.0,9.0,9.0,7.0,8.0,6.0,9.0,9.0,8.0,10.0,11.0,9.0,2.0,3.0,2.0,1.0,2.0,4
27,3,2,1,6,1,1,0,0,0,0,0,5,348.0,1.0,3.0,,7.0,Atención al cliente,7.0,6.0,8.0,8.0,5.0,8.0,6.0,7.0,8.0,7.0,8.0,8.0,9.0,9.0,8.0,7.0,7.0,3.0,2.0,3.0,2.0,2.0,2
27,3,1,9,5,1,0,0,0,0,0,0,4,53.0,2.0,3.0,,10.0,Buena atención,10.0,7.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,10.0,11.0,11.0,11.0,11.0,10.0,1.0,1.0,2.0,2.0,2.0,5
27,3,1,12,3,0,1,0,0,1,0,0,5,208.0,3.0,3.0,,8.0,En dar más plazos para los pagos,9.0,2.0,9.0,10.0,6.0,8.0,9.0,9.0,9.0,11.0,5.0,8.0,4.0,5.0,8.0,7.0,8.0,1.0,1.0,3.0,1.0,3.0,4
27,3,1,17,5,0,0,0,0,1,0,0,4,135.0,2.0,,,6.0,no se,7.0,4.0,8.0,8.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,2.0,2.0,2.0,2.0,2.0,2
27,3,1,9,5,0,1,0,0,0,0,0,4,13.0,3.0,3.0,,8.0,Mejor servicio,8.0,7.0,8.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,7.0,9.0,9.0,9.0,9.0,10.0,9.0,1.0,1.0,1.0,3.0,2.0,5
27,3,2,5,7,0,0,0,0,1,0,0,4,53.0,2.0,,,6.0,Hay ofertas mejores,6.0,5.0,6.0,9.0,9.0,8.0,9.0,8.0,9.0,8.0,7.0,6.0,8.0,6.0,6.0,8.0,7.0,3.0,4.0,3.0,3.0,3.0,2
27,3,1,17,5,1,1,0,0,1,1,0,5,469.0,2.0,,,10.0,Que me facilitaron la vida y me ayudaron en todo lo que pudieron.,10.0,7.0,10.0,11.0,8.0,11.0,11.0,11.0,11.0,10.0,11.0,10.0,11.0,9.0,11.0,9.0,9.0,2.0,1.0,1.0,2.0,1.0,5
27,3,1,17,5,1,1,0,1,1,1,0,5,469.0,2.0,,,10.0,Que me han ayudado en todo lo que he necesitado.,10.0,7.0,10.0,10.0,8.0,9.0,11.0,10.0,11.0,9.0,9.0,10.0,11.0,9.0,10.0,10.0,9.0,1.0,1.0,1.0,2.0,1.0,5
27,3,1,10,4,1,1,0,0,0,1,0,5,392.0,4.0,1.0,,9.0,Fue muy sencillo y me salió bien de precio,10.0,7.0,9.0,9.0,8.0,10.0,10.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,1.0,3.0,1.0,2.0,4.0,4
27,3,1,9,5,0,0,0,0,0,1,0,4,412.0,4.0,1.0,,8.0,"Ninguno, nunca me han dado problemas en los coches que he financiado con renting",8.0,6.0,8.0,10.0,9.0,10.0,9.0,11.0,10.0,9.0,8.0,9.0,10.0,10.0,9.0,9.0,9.0,1.0,1.0,1.0,2.0,1.0,5
27,3,1,9,5,1,0,1,1,1,0,0,5,337.0,4.0,2.0,,6.0,Tienen una tasa de intereses demasiado alta,4.0,4.0,5.0,9.0,8.0,9.0,8.0,4.0,9.0,6.0,6.0,7.0,10.0,3.0,7.0,5.0,8.0,2.0,2.0,3.0,3.0,2.0,2
27,3,2,11,1,0,0,0,1,1,0,0,5,469.0,5.0,1.0,,6.0,El interés es muy elevado,6.0,4.0,6.0,6.0,6.0,7.0,7.0,6.0,9.0,7.0,5.0,8.0,9.0,9.0,10.0,10.0,8.0,2.0,2.0,3.0,1.0,2.0,1
27,3,1,9,5,0,0,0,0,0,1,0,4,412.0,4.0,1.0,,8.0,Ninguno. Nunca me ha dado problemas la verdad.,8.0,7.0,9.0,11.0,10.0,10.0,11.0,9.0,10.0,10.0,11.0,9.0,10.0,10.0,10.0,9.0,9.0,1.0,2.0,1.0,1.0,1.0,5
27,3,1,12,3,1,1,0,0,0,0,0,5,126.0,2.0,6.0,,2.0,Tarjeta revolving e intereses altos,2.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,0
28,3,1,12,3,1,0,0,0,0,0,0,4,52.0,5.0,1.0,,8.0,No pedir comisiones y más accesibilidad,8.0,6.0,8.0,9.0,6.0,8.0,8.0,8.0,6.0,6.0,7.0,9.0,11.0,8.0,8.0,9.0,7.0,1.0,3.0,1.0,3.0,2.0,4
28,3,1,10,4,0,0,0,0,0,1,0,4,52.0,1.0,1.0,,8.0,Atención al cliente,7.0,5.0,7.0,6.0,7.0,5.0,5.0,8.0,7.0,5.0,6.0,6.0,11.0,9.0,11.0,9.0,6.0,1.0,2.0,2.0,3.0,3.0,2
28,3,1,15,2,1,0,0,1,0,0,0,5,52.0,5.0,1.0,,9.0,El precio final era más barato que el inicial,9.0,5.0,9.0,9.0,11.0,11.0,10.0,9.0,8.0,10.0,10.0,11.0,9.0,10.0,9.0,9.0,9.0,2.0,3.0,3.0,3.0,3.0,4
28,3,1,12,3,1,0,0,0,1,0,0,5,348.0,1.0,,,8.0,No lo se,8.0,6.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,9.0,6.0,7.0,7.0,8.0,8.0,8.0,2.0,3.0,2.0,3.0,2.0,4
28,3,2,14,2,0,0,0,1,0,0,0,4,475.0,4.0,1.0,,7.0,Sus motores,6.0,5.0,6.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,2.0,2.0,2.0,2.0,2.0,1
28,3,1,13,6,0,0,1,0,0,1,0,5,337.0,4.0,1.0,,6.0,Que son competitivos,7.0,5.0,7.0,5.0,5.0,4.0,4.0,7.0,10.0,9.0,4.0,5.0,10.0,5.0,5.0,7.0,8.0,3.0,2.0,1.0,2.0,2.0,2
28,3,2,7,4,0,0,0,0,1,0,0,4,76.0,1.0,,,7.0,Sus gestores y ayudas por ser funcionario público,7.0,6.0,8.0,10.0,10.0,10.0,10.0,9.0,7.0,9.0,8.0,8.0,9.0,8.0,7.0,6.0,7.0,2.0,3.0,2.0,3.0,2.0,4
28,3,2,1,6,1,1,0,0,0,0,0,5,52.0,5.0,1.0,,10.0,"Me sentí seguro , y me hicieron sentir en confianza",10.0,7.0,10.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,5
28,3,1,15,2,0,1,1,0,0,0,0,5,208.0,3.0,3.0,,9.0,El proceso fue rápido y sencillo de hacer,9.0,6.0,10.0,9.0,10.0,9.0,7.0,10.0,10.0,10.0,8.0,10.0,11.0,10.0,10.0,11.0,9.0,1.0,2.0,2.0,1.0,2.0,4
28,3,2,1,6,0,0,0,1,0,0,0,4,353.0,5.0,1.0,,8.0,Menos comisiones,8.0,6.0,8.0,9.0,5.0,7.0,11.0,6.0,8.0,6.0,5.0,9.0,9.0,6.0,6.0,9.0,6.0,2.0,3.0,2.0,3.0,4.0,2
28,3,2,6,1,1,0,0,0,0,0,0,5,467.0,5.0,2.0,,7.0,La calidad del servicio de atención al cliente,7.0,4.0,7.0,3.0,7.0,7.0,1.0,8.0,8.0,4.0,3.0,4.0,8.0,8.0,4.0,6.0,9.0,3.0,2.0,1.0,3.0,2.0,1
28,3,2,10,4,0,1,0,0,0,0,0,4,991.0,1.0,3.0,,8.0,Que fuera un poco más barato,8.0,7.0,9.0,10.0,10.0,10.0,11.0,9.0,9.0,10.0,9.0,9.0,10.0,10.0,10.0,9.0,9.0,1.0,2.0,1.0,1.0,2.0,4
28,3,1,9,5,1,0,0,1,0,0,0,5,412.0,4.0,1.0,,8.0,Mayor flexibilidad a la hora de las cuotas,7.0,5.0,7.0,9.0,8.0,8.0,9.0,8.0,8.0,8.0,9.0,8.0,7.0,7.0,8.0,7.0,7.0,2.0,2.0,2.0,2.0,2.0,2
28,3,1,12,3,1,1,0,0,0,0,0,5,44.0,2.0,1.0,,9.0,Que no habia muchos intereses,9.0,6.0,9.0,10.0,10.0,10.0,11.0,11.0,11.0,9.0,8.0,10.0,9.0,9.0,9.0,8.0,10.0,1.0,1.0,1.0,1.0,2.0,4
28,3,2,17,5,0,1,0,0,1,0,0,5,348.0,1.0,,,9.0,buena atención al cliente y tasas,9.0,6.0,10.0,9.0,6.0,9.0,9.0,9.0,9.0,10.0,7.0,10.0,10.0,9.0,10.0,10.0,8.0,1.0,1.0,1.0,1.0,1.0,5
28,3,1,1,6,0,1,0,0,0,0,0,5,343.0,3.0,5.0,,9.0,Cercanía y profesionalidad,10.0,5.0,8.0,10.0,10.0,10.0,10.0,11.0,9.0,9.0,10.0,10.0,10.0,8.0,10.0,9.0,7.0,1.0,2.0,3.0,2.0,3.0,5
28,3,1,9,5,0,0,1,0,0,0,0,4,275.0,3.0,3.0,,8.0,Más rebajas,7.0,6.0,8.0,9.0,7.0,9.0,10.0,9.0,7.0,9.0,8.0,8.0,8.0,9.0,7.0,7.0,7.0,2.0,2.0,1.0,2.0,3.0,1
28,3,1,9,5,1,0,1,0,0,0,0,5,223.0,3.0,5.0,,9.0,Es muy fácil y muy sencillo.,8.0,7.0,9.0,10.0,10.0,9.0,10.0,9.0,10.0,9.0,10.0,9.0,9.0,11.0,8.0,8.0,9.0,2.0,2.0,1.0,3.0,2.0,5
28,3,1,1,6,1,0,0,0,0,0,0,4,230.0,1.0,1.0,,9.0,Te dan su confianza,9.0,6.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,1.0,1.0,1.0,1.0,1.0,5
28,3,1,17,5,1,1,0,0,0,0,0,5,407.0,3.0,3.0,,7.0,Si cobros y servicio al cliente,9.0,6.0,8.0,4.0,7.0,10.0,9.0,9.0,9.0,9.0,7.0,7.0,11.0,7.0,10.0,7.0,9.0,2.0,1.0,3.0,2.0,2.0,2
28,3,2,12,3,1,1,0,0,0,0,0,5,230.0,1.0,3.0,,10.0,El proceso es muy sencillo,10.0,7.0,10.0,11.0,12.0,10.0,11.0,11.0,10.0,8.0,7.0,10.0,11.0,11.0,10.0,9.0,8.0,1.0,1.0,1.0,1.0,1.0,4
28,3,2,9,5,1,1,0,0,0,0,0,5,348.0,1.0,4.0,,9.0,Muy buena atención al cliente,8.0,7.0,9.0,7.0,6.0,10.0,11.0,4.0,8.0,10.0,9.0,9.0,7.0,9.0,9.0,9.0,9.0,1.0,1.0,1.0,1.0,1.0,5
28,3,1,7,4,0,1,1,0,0,1,0,5,392.0,4.0,1.0,,10.0,Rapidez y eficacia,10.0,7.0,9.0,9.0,10.0,9.0,9.0,10.0,10.0,10.0,10.0,9.0,11.0,10.0,10.0,9.0,9.0,1.0,2.0,1.0,2.0,1.0,4
28,3,2,2,2,0,1,0,1,0,0,0,5,469.0,5.0,1.0,,5.0,Es muy caro,4.0,3.0,6.0,10.0,8.0,6.0,6.0,9.0,7.0,5.0,6.0,2.0,11.0,5.0,9.0,6.0,5.0,2.0,2.0,1.0,3.0,4.0,1
29,3,2,6,1,0,1,0,0,0,0,0,4,348.0,1.0,2.0,,9.0,La línea de crédito que te ofrecen y las fechas de pago que son favorables para el cliente,9.0,7.0,9.0,10.0,6.0,11.0,10.0,10.0,10.0,11.0,10.0,11.0,10.0,11.0,10.0,10.0,9.0,1.0,1.0,2.0,3.0,2.0,4
29,3,1,13,6,1,0,0,0,0,0,0,4,52.0,1.0,4.0,,9.0,Un prestamo,9.0,5.0,9.0,9.0,7.0,6.0,10.0,6.0,6.0,8.0,8.0,7.0,8.0,6.0,7.0,6.0,9.0,3.0,3.0,2.0,2.0,2.0,2
29,3,2,1,6,1,0,0,0,0,0,0,4,135.0,2.0,1.0,,8.0,Que dejara un mas margen para los pagos,8.0,5.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,2.0,2.0,2.0,2.0,2.0,2
29,3,2,14,2,0,0,0,1,0,0,0,4,78.0,5.0,1.0,,8.0,Menos intereses,8.0,5.0,8.0,8.0,6.0,6.0,9.0,6.0,6.0,6.0,6.0,9.0,6.0,6.0,6.0,6.0,5.0,3.0,4.0,4.0,4.0,4.0,1
29,3,1,6,1,1,0,0,0,0,0,0,5,230.0,1.0,6.0,,6.0,Creo que solo tenga una oficina y los cajeros sea muy poco  A veces también es muy difícil contactar con atención a clientes y eso complica un poco las cosas,6.0,5.0,6.0,7.0,6.0,7.0,8.0,7.0,7.0,8.0,7.0,8.0,8.0,7.0,9.0,9.0,7.0,2.0,3.0,3.0,2.0,3.0,1
29,3,2,6,1,0,0,1,1,0,0,0,5,374.0,3.0,4.0,,8.0,Está perfecta,8.0,6.0,8.0,9.0,8.0,9.0,9.0,9.0,9.0,6.0,8.0,9.0,9.0,9.0,9.0,9.0,8.0,2.0,2.0,2.0,3.0,2.0,4
29,3,2,14,2,0,1,0,0,0,0,0,4,230.0,1.0,3.0,,5.0,Todo bien,5.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,3.0,3.0,2.0,2.0,3.0,1
29,3,2,14,2,0,1,1,0,0,1,0,5,467.0,5.0,1.0,,5.0,"No me han respondido bien, y por eso resulta que prefiero usar otros servicios.",8.0,5.0,8.0,7.0,7.0,7.0,7.0,10.0,11.0,11.0,11.0,7.0,11.0,10.0,7.0,6.0,10.0,2.0,2.0,1.0,3.0,1.0,4
29,3,1,6,1,1,1,0,0,0,0,0,5,353.0,2.0,3.0,,8.0,Me gustaría que fuera paciente con lo pagos,7.0,6.0,7.0,9.0,6.0,7.0,8.0,8.0,9.0,9.0,8.0,7.0,7.0,6.0,8.0,6.0,6.0,2.0,2.0,1.0,2.0,2.0,4
29,3,2,10,4,0,0,1,0,0,0,0,5,13.0,3.0,3.0,,10.0,La atención y la rapidez,10.0,7.0,10.0,11.0,11.0,11.0,11.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,10.0,1.0,1.0,1.0,1.0,1.0,5
29,3,2,5,7,1,0,0,0,0,0,0,4,346.0,1.0,3.0,,7.0,en todos los aspectos,7.0,5.0,6.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,2.0,2.0,2.0,2.0,2.0,2
29,3,2,9,5,0,0,1,0,0,0,0,5,382.0,3.0,3.0,,7.0,Esta bien puedes financiar sin intereses y pagar lo que puedas hay meses que necesitas pagar menos y meses en los que puedes pagar mas y eso me gusta,8.0,6.0,8.0,8.0,4.0,6.0,7.0,6.0,9.0,6.0,8.0,10.0,9.0,6.0,8.0,9.0,7.0,2.0,4.0,2.0,3.0,3.0,2
29,3,2,3,1,0,1,0,0,0,0,0,4,171.0,3.0,6.0,,8.0,He tenido varios sustos de mensajes intentando robar datos y crédito,9.0,7.0,9.0,10.0,8.0,8.0,10.0,9.0,9.0,8.0,6.0,11.0,6.0,9.0,9.0,11.0,5.0,1.0,2.0,2.0,3.0,4.0,4
29,3,1,17,5,0,0,0,0,1,0,0,5,230.0,1.0,,,7.0,Facilidad en entrar a la banca,8.0,5.0,8.0,6.0,1.0,4.0,9.0,9.0,4.0,10.0,7.0,3.0,9.0,7.0,10.0,10.0,8.0,1.0,2.0,1.0,2.0,2.0,2
29,3,1,12,3,0,1,0,0,0,1,0,5,370.0,3.0,3.0,,10.0,Pues la facilidad de la compra y la información de la misma,9.0,7.0,10.0,11.0,1.0,11.0,11.0,11.0,10.0,11.0,11.0,10.0,11.0,10.0,10.0,11.0,10.0,1.0,1.0,2.0,1.0,1.0,4
29,3,1,9,5,1,0,0,0,0,0,0,4,348.0,1.0,4.0,,5.0,Hay más ofertas,6.0,5.0,7.0,7.0,7.0,9.0,8.0,8.0,8.0,7.0,5.0,8.0,7.0,6.0,7.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,2
29,3,1,7,4,1,1,1,0,0,0,0,5,223.0,3.0,5.0,,8.0,Tiene un buen servicio pero no tiene tantas ofertas como otras compañias y es algo caro.,8.0,6.0,9.0,9.0,8.0,10.0,11.0,10.0,9.0,9.0,8.0,11.0,11.0,10.0,8.0,10.0,7.0,2.0,2.0,2.0,3.0,1.0,4
29,3,1,9,5,1,0,0,0,0,0,0,4,348.0,1.0,1.0,,6.0,Esperava más de ellos en resolución de problemas,6.0,5.0,6.0,8.0,6.0,7.0,9.0,9.0,8.0,7.0,5.0,6.0,7.0,7.0,7.0,5.0,7.0,3.0,4.0,3.0,4.0,4.0,2
29,3,2,1,6,0,1,0,0,0,0,0,5,230.0,1.0,5.0,,7.0,En la comision,7.0,6.0,7.0,11.0,8.0,10.0,10.0,9.0,8.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,2.0,3.0,3.0,1.0,2.0,5
29,3,2,5,7,0,1,0,1,0,0,0,5,348.0,1.0,1.0,,10.0,No me pusieron ningún tipo de pega y siempre me ayudaron en todo,10.0,7.0,10.0,11.0,11.0,10.0,11.0,10.0,9.0,9.0,9.0,10.0,10.0,10.0,11.0,10.0,10.0,1.0,1.0,1.0,1.0,1.0,5
29,3,1,9,5,1,1,0,0,0,0,0,5,348.0,1.0,1.0,,7.0,Sus creditos,8.0,5.0,4.0,9.0,6.0,7.0,8.0,6.0,8.0,9.0,5.0,9.0,6.0,10.0,4.0,6.0,6.0,1.0,2.0,2.0,3.0,3.0,2
29,3,1,1,6,1,0,1,0,0,0,0,5,374.0,3.0,3.0,,10.0,que es muy buena opcion,10.0,7.0,10.0,10.0,10.0,11.0,9.0,10.0,9.0,10.0,11.0,10.0,9.0,9.0,11.0,10.0,9.0,2.0,1.0,2.0,1.0,1.0,5
29,3,1,12,3,1,1,0,0,0,0,0,5,230.0,1.0,3.0,,10.0,Da muchas facilidades,10.0,7.0,10.0,11.0,12.0,10.0,11.0,10.0,10.0,10.0,7.0,10.0,10.0,11.0,10.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,4
30,3,1,1,6,0,0,1,0,0,1,0,5,353.0,5.0,1.0,,6.0,Es un gran responsabilidad y no la recomiendo a todas las personas,8.0,5.0,7.0,6.0,8.0,7.0,8.0,8.0,4.0,7.0,7.0,3.0,9.0,4.0,8.0,8.0,7.0,2.0,3.0,2.0,2.0,2.0,2
30,3,1,12,3,0,1,0,1,0,0,0,5,11.0,1.0,3.0,,9.0,La libertad,9.0,6.0,8.0,10.0,9.0,10.0,6.0,10.0,10.0,9.0,9.0,9.0,9.0,8.0,10.0,8.0,9.0,2.0,2.0,1.0,1.0,1.0,4
30,3,2,1,6,0,0,1,0,0,0,0,4,223.0,3.0,4.0,,8.0,Atención al cliente,7.0,5.0,8.0,9.0,6.0,12.0,9.0,9.0,9.0,7.0,9.0,9.0,9.0,10.0,9.0,10.0,8.0,2.0,2.0,2.0,2.0,2.0,2
30,3,1,11,1,0,0,0,1,0,0,0,4,52.0,5.0,1.0,,8.0,En el porcentaje de devolución,8.0,6.0,9.0,10.0,7.0,11.0,10.0,7.0,9.0,7.0,6.0,5.0,8.0,8.0,7.0,9.0,9.0,1.0,3.0,2.0,1.0,3.0,4
30,3,1,5,7,1,0,0,0,1,0,0,5,76.0,1.0,,,8.0,Atención al cliente,8.0,6.0,7.0,7.0,5.0,6.0,9.0,8.0,8.0,10.0,7.0,11.0,7.0,8.0,9.0,8.0,7.0,2.0,3.0,2.0,2.0,1.0,2
30,3,1,12,3,1,0,0,0,0,1,0,5,53.0,2.0,1.0,,9.0,Buenas tarifas a buenos plazos y excelente trato,10.0,6.0,9.0,9.0,7.0,10.0,11.0,11.0,10.0,7.0,7.0,8.0,11.0,9.0,9.0,11.0,9.0,2.0,2.0,1.0,1.0,1.0,4
30,3,2,1,6,0,1,1,0,0,0,0,5,372.0,3.0,3.0,,8.0,Rapidez,10.0,7.0,10.0,1.0,6.0,4.0,4.0,6.0,10.0,3.0,7.0,8.0,7.0,8.0,8.0,6.0,10.0,2.0,3.0,3.0,3.0,3.0,2
30,3,2,12,3,0,0,0,1,0,0,0,5,52.0,5.0,2.0,,8.0,Más rápida y eficiente,10.0,7.0,10.0,11.0,9.0,10.0,11.0,10.0,8.0,10.0,11.0,10.0,11.0,11.0,11.0,9.0,10.0,1.0,1.0,2.0,1.0,1.0,4
30,3,1,12,3,0,0,0,1,0,0,0,4,52.0,5.0,1.0,,9.0,El buen trato en persona,10.0,6.0,8.0,10.0,10.0,11.0,10.0,8.0,7.0,8.0,9.0,9.0,9.0,9.0,10.0,9.0,8.0,2.0,3.0,2.0,2.0,2.0,4
30,3,2,12,3,1,1,0,0,0,1,0,5,53.0,2.0,4.0,,8.0,Comisión más baja,8.0,5.0,9.0,10.0,9.0,8.0,9.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,9.0,8.0,8.0,1.0,2.0,2.0,1.0,2.0,4
30,3,2,13,6,1,0,0,1,0,0,0,5,52.0,5.0,1.0,,7.0,Menos tae,8.0,6.0,7.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,8.0,8.0,9.0,9.0,10.0,10.0,8.0,1.0,1.0,2.0,2.0,1.0,2
